Feature_ID,Feature_Name,Clean_Feature_Name,Target,Diameter,lat,lng,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Approval_Date,Origin,Feature,Article,Singular,Plural,Description,Venus
1052,Castro,Castro,Venus,22.9,3.4,233.9,Europe,Spain,Craters,AA,1994,"Rosalie; Spanish poet, novelist (1837-1885).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1077,Cather,Cather,Venus,24.6,47.1,107,North America,American,Craters,AA,1985,Willa; American novelist (1876-1947).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1082,Cauteovan Corona,Cauteovan Corona,Venus,553,31.5,142.9,South and Central America,Colombia,Coronae,CR,1991,Kataba (Columbia) fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1085,Cavell Corona,Cavell Corona,Venus,100,38.3,18.8,Europe,Great Britain,Coronae,CR,2003,"Edith; British nurse, heroine (1865-1915). (Changed from Cavell Patera.)","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
6798,[Cavell Patera],Cavell Patera,Venus,76,37.9,18.7,Europe,Great Britain,Paterae,PE,1991,"Edith; British nurse, heroine (1865-1915). (Changed to Cavell Corona.)","Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1090,Cavillaca Fluctus,Cavillaca Fluctus,Venus,800,-72,340,South and Central America,Peru,Fluctūs,FL,1997,"Huarochiri (Peru) virgin goddess, turned herself into a rock.","Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
1101,Centlivre,Centlivre,Venus,28.8,19.1,290.4,Europe,England,Craters,AA,1994,"Susannah; English actress, playwright (c. 1667-1723).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1110,Ceres Corona,Ceres Corona,Venus,675,-16,151.5,Europe,Roman,Coronae,CR,1994,Roman harvest goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1111,Cerridwen Corona,Cerridwen Corona,Venus,217,49.6,201.8,Europe,Celtic,Coronae,CR,1997,Celtic nature goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1136,Changko Corona,Changko Corona,Venus,200,10.9,6.2,Asia,Burma,Coronae,CR,2000,Kachin (Burma/Myanmar) mother of all humans.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1134,Chang Xi Chasmata,Chang Xi Chasmata,Venus,220,-59,17,Asia,China,Chasmata,CM,1997,"Chinese, gave birth to twelve moons.","Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
1139,Chantico Corona,Chantico Corona,Venus,200,-1.7,215,North America,Aztec,Coronae,CR,2003,Aztec hearth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
14173,Chanum Coronae,Chanum Coronae,Venus,330,-29.2,245.5,Asia,Burma,Coronae,CR,2006,Kachin (Tibetan people of Burma/Myanmar) creator goddess. ,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1142,Chapelle,Chapelle,Venus,22,6.4,103.8,North America,American,Craters,AA,1991,"Georgette; Am. photo-journalist, killed in Viet Nam (1919-1965).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1158,Charykh-Keyok Dorsa,Charykh Keyok Dorsa,Venus,550,54.5,285,Asia,Siberia,Dorsa,DO,1997,Khakasian (S. Siberia) magic bird.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
1159,Chasca Vallis,Chasca Vallis,Venus,400,-52.8,359,South and Central America,Peru,Valles,VA,1997,Quechua name for planet Venus.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
1168,Chechek,Chechek,Venus,7.2,-2.6,272.3,Asia,Tuva,Craters,AA,1997,Tuva (Siberia) first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1172,Chernava Colles,Chernava Colles,Venus,1000,-10.5,335.5,Europe,Russia,Colles,CO,1997,"Russian sea maiden, sea czar's daughter.",Colles,A,Colles,colles,a collection of small hills or knobs,sea goddesses
1174,Cherskaya Patera,Cherskaya Patera,Venus,85,-5.2,232.5,Europe,Russia,Paterae,PE,2003,"Mavra Pavlovna; Russian explorer of E. Siberia, wife of Ivan Chersky (c. 1850 - c. 1900).","Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1180,Chih Nu Dorsum,Chih Nu Dorsum,Venus,625,-73,195,Asia,China,Dorsa,DO,1994,Chinese sky goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
1182,Chimon-mana Tessera,Chimon mana Tessera,Venus,1500,-3,270,North America,Hopi,Tesserae,TE,1997,Hopi (SW USA) goddess of insane.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
1187,Chiun Corona,Chiun Corona,Venus,150,18.3,340.5,Asia,Hebrew,Coronae,CR,1994,Hebrew fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1189,Chiyojo,Chiyojo,Venus,40.2,-47.8,95.7,Asia,Japan,Craters,AA,1991,Japanese poet.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1191,Chloe,Chloe,Venus,18.6,-7.4,98.6,Europe,Greek,Craters,AA,1994,First name from Greek.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1192,Chloris Mons,Chloris Mons,Venus,180,-45.4,294.6,Europe,Greek,Montes,MO,1997,Greek flower goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1194,Cholpon,Cholpon,Venus,6.3,40,290,Asia,Kyrgyzstan,Craters,AA,1997,Kyrgyz first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1196,Chondi Chasma,Chondi Chasma,Venus,1000,-18.5,230,Asia,Bangladesh,Chasmata,CM,2003,Bengali goddess of wild animals.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
1201,Christie,Christie,Venus,23.3,28.3,72.7,Europe,Great Britain,Craters,AA,1985,Agatha; British novelist (1891-1976).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1209,Chubado,Chubado,Venus,7,45.3,5.6,Africa,Mali,Craters,AA,1997,Fulbe first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1210,Chuginadak Mons,Chuginadak Mons,Venus,450,-38,246,North America,Aleutian,Montes,MO,1997,Aleutian volcano goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1211,Chuku Corona,Chuku Corona,Venus,380,-23.5,265.5,Africa,Nigeria,Coronae,CR,2000,Igbo (Nigeria) creator goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1218,Cipactli Mons,Cipactli Mons,Venus,200,-31.5,332.5,North America,Aztec,Montes,MO,1997,Aztec crocodile-like monster-goddess from which the earth was created.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1223,Citlalpul Vallis,Citlalpul Vallis,Venus,3160,-51.8,187,North America,Mexico,Valles,VA,1994,Aztec name for planet Venus. Name changed from Citlalpul Valles.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
6806,[Ciuacoatl Corona],Ciuacoatl Corona,Venus,100,53,150.9,North America,Aztec,Coronae,CR,1994,Aztec earth goddess. Changed to Ciuacoatl Mons.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1224,Ciuacoatl Mons,Ciuacoatl Mons,Venus,100,53,150.9,North America,Aztec,Montes,MO,1997,Aztec earth goddess. Changed from Ciuacoatl Corona.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1228,Clara,Clara,Venus,3.2,-37.5,235.3,Europe,Latin,Craters,AA,2000,First name from Latin.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1238,Clementina,Clementina,Venus,4,35.9,208.6,Europe,Portugal,Craters,AA,2006,"Portuguese form of Clementine, French first name.","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1240,Cleopatra,Cleopatra,Venus,105,65.8,7.1,Africa,Egypt,Craters,AA,1982,"Egyptian queen, notable for love affairs with Julius Caesar and Mark Anthony (69-30 B.C.).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6807,[Cleopatra Patera],Cleopatra Patera,Venus,119,66,6.9,Africa,Egypt,Paterae,PE,1982,Egyptian queen c. 69-30 B.C. Changed to Cleopatra as crater name.,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1243,Clidna Tessera,Clidna Tessera,Venus,500,-42,29,Europe,Ireland,Tesserae,TE,1997,Irish bird goddess of afterlife.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
1244,Cline,Cline,Venus,38,-21.8,317.1,North America,American,Craters,AA,1994,Patsy; American singer (1932-1963).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1245,Clio,Clio,Venus,11.4,6.3,333.5,Europe,Greek,Craters,AA,1997,Greek first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1248,Clonia Corona,Clonia Corona,Venus,100,16,167.4,Europe,Greek,Coronae,CR,2003,Greek Earth and nature goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1250,Clotho Tessera,Clotho Tessera,Venus,289,56.4,334.9,Europe,Greek,Tesserae,TE,1985,Greek; one of three Fates.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
1254,Coatlicue Corona,Coatlicue Corona,Venus,199,63.2,273,North America,Aztec,Coronae,CR,1985,Aztec earth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1260,Cochran,Cochran,Venus,100,51.9,143.4,North America,American,Craters,AA,1985,Jacqueline; American aviator (c. 1906-1980).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1262,Cocomama Tessera,Cocomama Tessera,Venus,1600,-62,23,South and Central America,Peru,Tesserae,TE,1997,Quechua (Peru) happiness goddess.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
1263,Codidon Corona,Codidon Corona,Venus,250,-46,56,South and Central America,Colombia,Coronae,CR,1997,Arauakan (Colombia) great mother goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1264,Cohn,Cohn,Venus,18.3,-33.3,208.1,Oceania,Australia,Craters,AA,1994,Carola; Australian artist (1892-1964).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6808,[Colette],Colette,Venus,0,65,322,Europe,France,Craters,AA,1982,Claudine; French novelist (1873-1954).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1267,Colette Patera,Colette Patera,Venus,149,66.3,322.8,Europe,France,Paterae,PE,1982,Claudine; French novelist (1873-1954).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1268,Colijnsplaat Corona,Colijnsplaat Corona,Venus,350,-32,151,Europe,Teutonic,Coronae,CR,1994,Teutonic fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1269,Colleen,Colleen,Venus,13.5,-60.8,162.2,Europe,Ireland,Craters,AA,1994,Irish first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6809,[Colonna],Colonna,Venus,28,64.7,216.8,Europe,Italy,Craters,AA,1994,Vittoria; Italian poet (c. 1490-1547).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1277,Comnena,Comnena,Venus,19.5,1.2,343.7,Europe,Byzantine,Craters,AA,1994,"Anna; Byzantine princess, physician, writer (1083-1148).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1290,Conway,Conway,Venus,49.3,48.3,39,Europe,England,Craters,AA,1994,Anne Finch; English natural scientist (1631-1679).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
14288,Copacati Mons,Copacati Mons,Venus,80,34.8,276.8,South and Central America,Inca,Montes,MO,2007,Inca lake goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1298,Copia Corona,Copia Corona,Venus,500,-42.5,75.5,Europe,Roman,Coronae,CR,1994,Roman goddess of plenty.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
6810,[Corday Patera],Corday Patera,Venus,135,62.7,40.2,Europe,France,Paterae,PE,1991,Charlotte; French patriot (1768-1798).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1309,Cori,Cori,Venus,56.1,25.4,72.9,Europe,Czechoslovakia,Craters,AA,1991,"Gerty; Czech biochemist, Nobel laureate (1896-1957).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1311,Corinna,Corinna,Venus,19.2,22.9,40.6,Europe,Greek,Craters,AA,1994,Greek poet (fl. c. 490 B.C.).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1317,Corpman,Corpman,Venus,46,0.3,151.8,Europe,Poland,Craters,AA,1994,"Elizabeth; Polish astronomer, wife of Hevelius (17th century).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1318,Cortese,Cortese,Venus,27.7,-11.4,218.4,Europe,Italy,Craters,AA,1994,"Isabella; Italian physician, medical writer (d. 1561).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
6812,[Cotis Mons],Cotis Mons,Venus,62,44.1,233.1,Europe,Greek,Montes,MO,1985,"Thracian goddess, mother of gods, similar to Cybele. Name changed to Cotis Tholus.","Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1320,Cotis Tholus,Cotis Tholus,Venus,62,44.3,233,Europe,Greek,Tholi,TH,1997,"Thracian goddess, mother of gods, similar to Cybele. Named changed from Cotis Mons.","Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
1321,Cotton,Cotton,Venus,48.1,70.8,300.2,Europe,France,Craters,AA,1985,Egenni; French physicist (1881-1967).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1348,Cunitz,Cunitz,Venus,48.6,14.5,350.9,Europe,Poland,Craters,AA,1991,Maria; Polish astronomer-mathematician (1610-1664).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1360,Cybele Corona,Cybele Corona,Venus,500,-7.5,20.7,Asia,Turkey,Coronae,CR,1994,Phrygian fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1369,Cynthia,Cynthia,Venus,15.9,-16.7,347.5,Europe,Greek,Craters,AA,1991,First name from Greek.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1379,Dado,Dado,Venus,11.2,-13.9,87.6,Africa,Guinea,Craters,AA,1997,Fulbe first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1384,Dafina,Dafina,Venus,5.5,28.6,244.1,Europe,Albania,Craters,AA,1997,Albanian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1390,Dali Chasma,Dali Chasma,Venus,2077,-17.6,167,Asia,Georgia,Chasmata,CM,1982,Georgian; goddess of hunt.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
1397,Damona Corona,Damona Corona,Venus,140,48.9,28,Europe,France,Coronae,CR,2003,"Gaulish fertility goddess, ""Great Cow"".","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1401,Danilova,Danilova,Venus,48.8,-26.4,337.2,Europe,Russia,Craters,AA,1991,"Maria; Russian ballet dancer (1793-1810), Alexandra; Russian-American ballet dancer (1903-1997).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1406,Danu Montes,Danu Montes,Venus,808,58.5,334,Europe,Celtic,Montes,MO,1985,Celtic mother of gods.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
1408,Danute,Danute,Venus,12.3,-63.5,56.5,Europe,Lithuania,Craters,AA,1994,Lithuanian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1410,Daphne,Daphne,Venus,15.5,41.3,280.4,Europe,Greek,Craters,AA,1994,First name from Greek.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1411,Darago Fluctus,Darago Fluctus,Venus,775,-11.5,313.5,Asia,Philippines,Fluctūs,FL,1994,Philippine volcano goddess.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
1412,Darclée Patera,Darclee Patera,Venus,15,-37.4,263.8,Europe,Romania (Rumania),Paterae,PE,2006,Hariclea; Romanian soprano singer (1860-1939).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1414,Darline,Darline,Venus,13,-19.3,232.6,Europe,England,Craters,AA,1994,Anglo-Saxon first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1422,Dashkova,Dashkova,Venus,45.1,78.2,306.5,Europe,Russia,Craters,AA,1985,Yekaterina; Russian philologist (1743-1810).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1423,Datsolalee,Datsolalee,Venus,17.5,38.3,171.8,North America,American,Craters,AA,1994,"Washo Indian artist, basket maker (1835-1925).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1425,Daura Chasma,Daura Chasma,Venus,729,73.8,53.8,Africa,Sudan,Chasmata,CM,1985,Hausa (W. Sudan) great huntress.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
1427,Davies Patera,Davies Patera,Venus,93,47.2,269.3,Europe,Great Britain,Paterae,PE,1991,Emily Sarah; British educator; college founder (1830-1921).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1434,de Ayala,de Ayala,Venus,19,12.4,31.9,Europe,Spain,Craters,AA,1994,Josefa; Spanish painter (1630-1684).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1435,de Beausoleil,de Beausoleil,Venus,28.2,-5,102.8,Europe,France,Craters,AA,1994,Martine; French earth science researcher (17th century).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1436,de Beauvoir,de Beauvoir,Venus,52.5,2,96.1,Europe,France,Craters,AA,1991,Simone; French writer (1908-1986).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1453,Deborah,Deborah,Venus,9.7,-37.3,10.6,Asia,Hebrew,Craters,AA,1997,Hebrew first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1457,Defa,Defa,Venus,8.5,32.2,11.3,Africa,Senegal,Craters,AA,1997,Fulbe first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1459,Degu,Degu,Venus,5.5,27.3,289.9,Europe,Caucasus,Craters,AA,1997,Adygan (N. Caucasus) first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1464,Deken,Deken,Venus,48,47.1,288.5,Europe,The Netherlands (Dutch),Craters,AA,1985,Agatha; Dutch novelist (1741-1804).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1465,Dekla Tessera,Dekla Tessera,Venus,1363,57.4,71.8,Europe,Latvia,Tesserae,TE,1985,Latvian goddess of fate.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
1441,de Lalande,de Lalande,Venus,21.3,20.5,355,Europe,France,Craters,AA,1991,Marie-Jeanne; French astronomer (1768-1832).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1469,Deledda,Deledda,Venus,32,76,127.5,Europe,Italy,Craters,AA,1985,Grazia; Italian novelist (1871-1936).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1471,Delilah,Delilah,Venus,18.5,-57.9,250.2,Asia,Hebrew,Craters,AA,1994,First name from Hebrew.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1475,Deloria,Deloria,Venus,31.9,-32,97.1,North America,Dakota,Craters,AA,1991,Ella; Dakota (Sioux) anthropologist (1888-1971).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1482,Demeter Corona,Demeter Corona,Venus,560,53.9,294.8,Europe,Greek,Coronae,CR,1985,Greek goddess of fertility.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1485,Demvamvit Corona,Demvamvit Corona,Venus,370,-65.5,38,Africa,Ethiopia,Coronae,CR,1997,Gurage (SW Ethiopia) women's goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1486,Dena,Dena,Venus,2.4,-20.7,338.7,Europe,Lithuania,Craters,AA,2000,Lithuanian first name. Name changed from Drena.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1488,Denise,Denise,Venus,2,-14.4,94.7,Europe,Greek,Craters,AA,2006,Greek first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1491,Dennitsa Dorsa,Dennitsa Dorsa,Venus,872,85.6,205.9,Europe,Slavic,Dorsa,DO,1985,"Slavic goddess of day, light.","Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
1492,Deohako Corona,Deohako Corona,Venus,300,-67.5,118,North America,Iroquois,Coronae,CR,1997,Seneca Iroquois spirit of crops.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1494,Derceto Corona,Derceto Corona,Venus,200,-46.8,20.2,Asia,Semitic,Coronae,CR,1994,Phillistine fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
1446,de Staël,de Stael,Venus,25,37.4,324.3,Europe,France,Craters,AA,1994,Anne; French writer (1766-1817).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1698,d'Este,d Este,Venus,21.6,-34.3,238.9,Europe,Italy,Craters,AA,1994,"Isabella; Italian archaeologist, businesswoman (1474-1539).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1505,Destinnová Patera,Destinnova Patera,Venus,15,-31.5,250.2,Europe,Czechoslovakia,Paterae,PE,2006,"Ema (pseudonym of Emilia Kittlova); Bohemian/Czech singer, also known as Emmy Destinn (1878-1930).","Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
1512,Devana Chasma,Devana Chasma,Venus,2000,22,283.5,Europe,Czechoslovakia,Chasmata,CM,1982,Czechoslovakian goddess of hunting.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
1513,Devorah,Devorah,Venus,4.8,-22.5,343.4,Asia,Hebrew,Craters,AA,1994,Hebrew first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1514,Devorguilla,Devorguilla,Venus,22.9,15.3,4,Europe,Ireland,Craters,AA,1991,Irish heroine (d. 1193).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1516,Dewi Ratih Chasma,Dewi Ratih Chasma,Venus,1000,-6.5,359.7,Asia,Indonesia,Chasmata,CM,2000,Bali (Indonesia) moon goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
1450,De Witt,De Witt,Venus,20.7,-6.5,275.6,North America,American,Craters,AA,1994,Lydia; American pathologist (1859-1928).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
1517,Dheepa,Dheepa,Venus,4.7,-21.6,176.3,Asia,India,Craters,AA,2000,First name from India.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
